company,title,body,rating,sentiment
UPS,0 stjerner hvis det var muligt,Desværre ikke muligt at give mindre end 1 stjerne. For anden gang indenfor kort tid blæser UPS på kunderne der skal have leveret varer. Fik besked igår om at min pakke ville blive leveret idag mellem 10-14. Jeg kunne se at pakken har været med i bilen hele dagen indtil leveringstidspunktet blev rettet til “sidst på dagen”. Kl 17 tjekker jeg igen og nu er min pakke tilbage på deres lager. Jeg ringer for at få en forklaring og bliver bedt om at vente et øjeblik for så 20 minutter senere at blive smidt af linien. For 14 dage siden oplevede jeg at få den besked som rigtig mange har prøvet “at vi forgæves har forsøgt at levere pakken på adressen”. Igen havde jeg siddet hjemme hele dagen. Totalt skod firma!!!! Jeg kommer ALDRIG til at bestille noget igen hvis hjemmesiden bruger UPS som leverandør.,1,negative
UPS,En enkelt stjerne er for meget...,"En enkelt stjerne er for meget...UPS er det mest uduelige fragtselskab jeg nogensinde har oplevet. Jeg bestilte en pakke med forventet levering i slutningen af januar. Den blev sendt tilbage uden at give mig besked om, hverken ankomst eller returneringen.Da den så endelig bliver sendt afsted igen, bliver min pakke fejlsorteret og jeg kommer til at vente yderligere 4 dage fra jeg har modtaget den første mail om at min pakke bliver ""leveret i løbet af dagen"".At selskabet ikke er gået konkurs kan jeg ikke vride min hjerne om.Kundeservicen er også til grin.Alt i alt en rigtig nederen oplevelse. Hvis kuren til kræft skulle leveres med UPS, kunne man lige så godt selv prøve at lave den.",1,negative
UPS,De skulle levere en ny stor kuffert og…,"De skulle levere en ny stor kuffert og det startede rigtig godt. Jeg fik at vide, at pakken var på vej og jeg skulle vælge om den skulle leveres hjemme inden kl 21:00 eller hos SILVAN, hvor den kan hentes efter kl. 17. Jeg vælger hjemmelevering.Men da den ikke kommer og jeg tracker den, får jeg besked om at leveringen er udsat, da jeg har valgt at ændre adressen.Næste formiddag kan jeg se at den leveres mellem 12:15 og 16:15. Min kone bliver nød til at blive hjemme. Men der kommer ingen pakke. Klokken 16:44 får jeg besked om at den kan afhentes i SILVAN. Det er simpelt hen for ringe UPS",2,negative
UPS,UPS er elendigt,"""Vi har forsøgt at levere en pakke til dig, men vi træf dig ikke"" klokken er 09:50 og JEG ER HJEMME! Ingen har ringet på. UPS er elendigt og gør jeg alt hvad jeg kan for ikke at handle på hjemmesider som sender med dem.",1,negative
UPS,UPS bilen svindlede med min pakke,"UPS bilen kørte forbi med min pakke, og forsøgte slet ikke at aflevere den.Og kort tid efter modtager jeg en update om at den er forsøgt leveret.Utroligt at et af venrdens største transport firmaer, skal være så ringe - jeg kommer ALDRIG til at bruge dem igen.",1,negative
UPS,Øv en dårlig oplevelse!,"Øv, hvor er jeg ked af at have købt julegaver som skulle leveres med UPS. Jeg har stadig ikke modtaget pakkerne, som jeg ikke længere kan følge hvor er henne. De har rykket leveringsdatoen flere gange, og jeg har haft taget fri så jeg kunne være hjemme og modtage. Men alligevel kommer de aldrig. Vil råde til aldrig at bruge UPS!😡",1,negative
UPS,Snyder med deres labels! Slyngel virksomhed!!,"Slyngel virksomhed, lover billig fragt men snyder med deres labels, sender tilbage til afsender for afsendees regning og er 1000år om at refundere ugyldige snydelabels, selv hvis de aldrig blev brugt!!",1,negative
UPS,Pakke til Norge,"Skulle sende en pakke til Norge. Benyttede i første omgang en af de store konkurrenter. Efter 1 uge, kom pakken retur. Ringede til UPS, og fik super hjælp til at oprette pakken i deres system, udfylde toldpapirer osv. Budet kom og hentede pakken i løbet af 1,5 timer, og den er ankommet til Norge til aftalt tid. Fem stjerner herfra 😊",5,positive
UPS,Venter stadig min pakke,"Venter stadig min pakke. For fortsat fejl meldinger pga manglende hus nr.Var i kontakt med kundeservice pr tlf. Hun lovede at tilføje nr og rette som ønsket, men intet er sket..Ser vel aldrig min pakke?",1,negative
UPS,Jeg kunne ikke hente min pakke,"Jeg kunne ikke hente min pakke, da jeg ikke fik afhentningskoden sendt. Skrev en e-mail til dem, men fik ikke et svar. Så jeg regnede blot med, at pakken vi blive sendt retur. Men nej, i dag tjekkede jeg lige, for at være sikker, og så stod der at pakken er leveret til ""mødt kunde"". ??? Jeg handler aldrig igen de steder som sender kun via ups.",1,negative
UPS,Usandsynlig dårlig service,"Usandsynlig dårlig service. Fejllevering til forkert adresse, ikke leveret til dør med påstand om at ingen er hjemme, hvilket ikke var sandt, hvis man blot gad banke på døren. Efterkommer ikke alternativ leverings instrukser. Brug dem ikke! Se bort fra dato. Anmeldelsen dækker over flere leverancer over sidste kvartal. 66% af leveringerne var fejlleveret.",1,negative
UPS,De har smidt min returforsendelse væk…,"De har smidt min returforsendelse væk og kan desværre ikke gøre noget. Den er bare forsvundet med returvarer for 2.000 kr! Hvad er formålet med tracking, når I ikke engang aner, hvor pakker er i jeres eget system! Det er simpelthen en joke!",1,negative
UPS,Opkræver ekstra gebyrer!!!,"Kunne jeg give 0-stjerner til UPS Danmark havde jeg gjort det!!Jeg har betalt fragt på ca. 250 kr. for en pakke fra England, hvilket er okay. MEN så modtager jeg en faktura fra UPS nogle uger efter modtagelsen af min pakke med en efterregning på 425 kr!!! 50 kr. er håndteringsgebyr til Toldekspedition - fair enough! Men jeg bliver derudover faktureret 75 kr. pr. linje på min faktura, som overskrider de første 5 linjer. Dvs. jeg har købt nogle varer til en værdi af ca. 25 kr. og det skal jeg betale et gebyr for på 75 kr. pr. linje - det giver ingen mening!! Min anbefaling går på at bruge et andet firma, ikke UPS!!!!",1,negative
UPS,Jeg har ventet på levering idag dato…,Jeg har ventet på levering idag dato den 16-12-22 jeg står så fint og venter og han kommer kørernes direkte forbi vender vognen og kører afsted igen uden at gå ind og banke på Så han skriver levering forsøgt. Uden held hvordan kan det passe jeg kontakter kundeservice og får afvide at de ik kan gøre noget før mandag for de har jo ik et nummer til den idiot af en budbringer fordi i har en araber der fryser en smule pga lidt sne hva f…. sker der det er …… dårlig service af jer mvh Michael nielsen,1,negative
UPS,Usædvanligt ringe service,"Usædvanligt ringe service. De må have fisket medarbejderne hos Postnord. Sms-service, der ikke fungerer, forsinket levering og løgn om at have prøvet at aflevere på adressen. Klassisk.",1,negative
UPS,Fik ingen besked på mobil eller mail om…,Fik ingen besked på mobil eller mail om at min pakke var leveret. Dog kom pakken på den forventede leveringsdato.Min pakke kunne heldigvis være i postkassen...,3,neutral
UPS,Er der er en Voksen til stede?,"UPS i Danmark er noget af det mest uprofessionelle jeg nogen sinde har prøvet. Havde sendt 17 parcels sammen, men kun fået leveret 15. De sidste 2 bliver ved med at blive redigeret leverings tid. I deres kommunikation står det at JEG har ændret leverings tidspunktet. Det har jeg på ingen måde. Det er deres udleverings hold der ikke kan eller vil følge instruktioner. De bliver ved med at ændre detaljer omkring levering UDEN mit samtykke.  Jeg kan simpelt hen ikke forstå hvordan de kan drive en virksomhed, når de er ligeglade med deres kunders pakker!",1,negative
UPS,UPS lyver gentagende gange.,"UPS lyver gentagende gange.Helt igennem udueligt firma.Har både oplevet at chauffører ikke dukker op på adressen, men alligevel skriver, at de ikke træffede nogen kl. xx:xx. Jeg har kameraovervågning og kan se, at de slet ikke har været på adressen.Jeg har også oplevet, at de skriver at pakken er leveret, for så at levere pakken mange timer senere.Ved konfrontation beklager kundeservice blot oplevelsen. Det er ikke hver gang, men hver evig eneste gang jeg skal modtage varer fra UPS, at der er problemer.",1,negative
UPS,Jeg har 2 gange oplevet ikke at modtage…,"Jeg har 2 gange oplevet ikke at modtage min varer ved døren bevist, da UPS aldrig ringede på. DR Kontant har også afsløret hvordan mange af jeres medarbejder snyder bevist. Hvorfor gør i ikke noget ved det?",1,negative
UPS,levering til forkert adresse,"Fik for 2 mdr siden smidt 3 pakker som ikke var til os. først nægtede UPS at de havde leveret pakken hos os. Da de så endelig fandt ud af at det hvade de, så lovede de at komme og hente dem. her 2 mdr står de stadig på mit lager. der må da være en kunde der mangler dem???",1,negative
UPS,Kan det passe man ikke kan komme i…,"Kan det passe man ikke kan komme i kontakt med chaufføren eller spore hvor bilen er?Det lyder for underligt at kundeservice eller andre i UPS  ikke ved hvor deres chauffører er.Har ikke fået besked om at min pakke er forsøgt leveret. Finder selv ud af det, da jeg undres over den endnu ikke er kommet. Har betalt ekstra for en straks levering.Der står så at den er forsøgt afleveret. Korrekt jeg var ikke hjemme, men har oplyst mobil nr og skuret var åbent.Skal bruge pakken i morgen lørdag, men må nu vente til mandag. Det er bare ikke godt nok",1,negative
UPS,Jeg har arbejdet hjemme i to dage pga…,Jeg har arbejdet hjemme i to dage pga to pakke leveringer fra UPS.Begge leveringer får jeg en SMS om at de har forsøgt at aflevere den men jeg ikke var hjemme.Hvorfor opkræver de for en service de ikke tilbyder?,1,negative
UPS,Ubetinget den ringeste leverandør over…,"Ubetinget den ringeste leverandør over hovedet af pakket.  Man kan ikke stole på udmeldingen på hvornår noget bliver leveret. Bliver det mod forventning faktisk leveret på adressen, smides det et tilfældigt sted på matriklen. Senest i dag sker der det samme som vist i programmet kontant, at der pludselig står, at pakken er forsøgt leveret - dette selvom man har været hjemme hele dagen og fordøren har stået åben. Om jeg begriber, at store virksomheder som #Nike og # Ebay fx benytter dem er mig en gåde. Jeg vil opfordre slle til konsekvent at vælge dem fra om over hovedet muligt. Har aldrig oplevet noget der minder om troværdighed fra dem.",1,negative
UPS,ikke godt nok,"skriver i har været her, men ser jer kører forbi min dør, så aflevere i længst væk fra mig, i stedet for tæt på, det er bare ikke godt nok.",1,negative
UPS,Jeg var hjemme hele dagen for at…,"Jeg var hjemme hele dagen for at modtage min pakke, men jeg fik en mail om at pakken var leveret men ikke hjem til mig. I skriver at i har været der men det har i ikke. Og i skriver heller ikke hvor i har afleveret pakken henne.",1,negative
UPS,De skriver den er forsøgt leveret men…,De skriver den er forsøgt leveret men jeg var hjemme hele dagen. Hvorfor overhovedet give mig valget om hvor den skal afleveres når det alligevel ikke bliver opfyldt.,1,negative
UPS,Jeg skulle modtage en pakke mandag…,"Jeg skulle modtage en pakke mandag d.09.01.2023 i løbet af dagen, det er det der stå i appen. Fredag d. 06.01.2023 får jeg besked om at min pakke var klar til afhentning, øh hvad?Jeg ringede til ups og talte med en engelsk talende medarbejder om mit problem. De lovede at de ville hente min pakke og leverer den til min adresse og han undskyldte. Mandag kom der heller ingen pakke, ringede igen til dem mandag og de lovede igen at sende den til mig. Igen tirsdag ringede jeg til kundeservice på grund af at jeg har modtaget en sms om at jeg skulle skynde mig at hente pakken, NEJ, det er ikke aftalen. Jeg har stadigvæk ikke modtaget pakken.😡😡😡😡😡",1,negative
UPS,Svindel…,To dage i streg har jeg fået besked om at en pakke ikke kunne leveres da der ikke er nogen på adressen. Det på trods af at jeg har været hjemme begge dage. Løgnagtig og elendig service…,1,negative
UPS,Skodfirma,"Betaler ekstra for express levering. Bliver hjemme fra arbejde for at kunne tage imod pakken. Får mail om at den er leveret i postkassen - det er den ikke. Snakker med kundeservice, som opretter en sag og regner med at kunne sige mere om 48 timer.",1,negative
UPS,Kan ikke få leveret pakke,"Overholder ikke leveringstiden, giver ikke mulighed for alternative pickup, men foreslår at du bliver hjemme fra arbejde, ellers kan du ikke få din pakke…Elendig kundeservice, der taler dårlig engelsk.Kan ikke anbefale at anvende dem",1,negative
UPS,3k pakke sendt tilbage til Hongkong,"Jeg havde en rigtig dyr pakke, omkring 3000 kroner værdi sendt afsted fra Hongkong. Fragten var omkring 1400 kroner af de 3000, og efter at have kommet til Danmark og ligget i 1 uge, bliver den sendt tilbage fordi jeg ""nægtede at betale told"". Men jeg modtog aldrig et brev, en mail en advarsel eller opkald af nogen form i forhold til betaling af den told jeg ellers var parat til. Nu står jeg uden pakke, og skal betale en regning på omkring 7000 fcking kroner for ""omkostninger ved returnering"". Selvfølgelig når jeg ringer ind, skal jeg bare snakke med min afsender der desuden også forsøger at løse problemet uden held. Jeg har ingen ide om, hvad jeg skal gøre. Som det ser ud nu har jeg mistet 3000 kroner og skal af med 4000 mere hvis jeg skal have pakken. Det er simpelthen absurd",1,negative
UPS,Fuldstændig mangel på respekt for kunderne,"Tracking oplysningerne var flere dage forkerte. Opkrævning af diverse gebyrer, told kunne ikke betaless med kort og tilhørende elektroniske faktura blev slettet. Chauffør kunne ved levering kun modtage mobilpay og havde ingen faktura for gebyret med. Den kom 2 uger senere og var forkert m.h.t. til told afgift. Man anvendte ikke de papirer, der fulgte med forsendelsen. Man kunne dog se, at UPS havde haft kuverten med papirerne åbnet, men ikke brugt oplysningerne derfra.På anmodning om rette fejlene, får man svar et ""måske"", men det koster det dobbelte af det forkert fakturerede beløb. Og skrevet i et meget nedladende sprog.",1,negative
UPS,UPS er den ringeste virksomhed til at…,"UPS er den ringeste virksomhed til at levere varer. De kom ikke på aftalte tidspunkt. Derefter får jeg en mail, hvor de skriver, at min pakke ligger i en butik 'i nærheden'. Det er dog umuligt at finde ud af, hvilken butik det er.",1,negative
UPS,Ufatteligt ringe....besked om at pakken…,Ufatteligt ringe....besked om at pakken er leveret men ikke hvor osv. Skal logge ind for at se ...magter ikke at skrive mere Kan desværre ikke give 0 stjerner,1,negative
UPS,Rigtig god oplevelse med UPS,"Rigtig god oplevelse med UPS. :) hurtig levering, og pakken blev sat på stedet som aftalt.",5,positive
UPS,UPS bilen kørte forbi med min pakke uden at aflevere den,"UPS bilen kørte forbi med min pakke, og forsøgte slet ikke at aflevere den - jeg arbejdet hjemme fra kun pga. levering af pakken. og der blev hverken ringet ellet banket på døren.Og kort tid efter modtager jeg en update om at den er forsøgt leveret.Jeg ringer straks ind og medarbejderen nævner at de forsøger at leverer igen samme dag; kort tid efter modtager jeg et opkald fra UPS som fortæller mig at han kan se på bilens GPS at chauffør har været i området, og de gider ikke og kører om for levere pakken igen - og diskutere lidt frem og tilbage, og istedet for at fortælle mig alternativer - lægger han bare telefonen på! totel uforskammet og ringe service! Utroligt at et af venrdens største transport firmaer, skal være så ringe - jeg kommer ALDRIG til at bruge dem igen.jeg vil give dem 0 ud 0 stjerner.",1,negative
UPS,Ekspreslevering min bare r**,"Bestilte en varer med ekspreslevering, til d. 20/12-22 vi skriver i dag d. 22/12-22 min pakke er stadig ikke leveret.. Det kan på ingen måder være iorden! Jeg skal have mine penge for ekspreslevering tilbage!!",1,negative
UPS,Har nu ventet 3 dage hvor den er ikke…,Har nu ventet 3 dage hvor den er ikke kommet videre fra Vejle..... ufattelig..... hjemmesiden jeg har bestilt varer fra sagde 3-5 dage i dag er dag 15,1,negative
UPS,Elendig service,"Elendig service. Som alle andre skriver, får man besked om at pakken er “forsøgt leveret, men traf ikke nogen hjemme”. Jeg har været hjemme hele dagen og ikke set skyggen af UPS. Ualmindelig dårlig oplevelse",1,negative
UPS,Grundet fejl på deres hjemmeside,"Grundet fejl på deres hjemmeside. Har de nu reseveret 4000kr på mln konto, som de nægter at annullere. De siger der skal gå 14dage. Dette trods nets siger de kan gøre det med det samme. Brug dem aldrig",1,negative
UPS,Simpelthen den værste kundeservice jeg…,"Simpelthen den værste kundeservice jeg har oplevet. Tænk, at de lyver om levering. Måske de skulle se lidt på de chauffører de har ansat, der bestemt ikke forsøger at aflevere noget som helst.",1,negative
UPS,Looortefirma,Jeg sukker højlydt hver gang et firma vælger at levere gennem UPS. Altid problemer og inkompetente medarbejdere. Verdens dårligste leveringsfirma,1,negative
UPS,UPS har forsøgt at levere en pakke til mig?,"Fik en SMS (mens jeg var hjemme tæt på hoveddøren hele morgen, ingen larm, radio eller musik) om at de forsøgt at levere min pakke 1Z6491R96897954484, men træf mig ikke… De var IKKE forbi!",1,negative
UPS,Ups har skyldt mig over 600 kr i over 5…,"Ups har skyldt mig over 600 kr i over 5 uger nu. De svare mig ikke når jeg kontanter dem, og de unge mennesker i kundeservice ved ikke hvad de skal stille op.",1,negative
UPS,Jeg havde en pakke. UPS sagde jeg kunne hente den i Köln.,"Jeg havde en pakke.En power station til min udvikler i Ukraine.På UPS website satte jeg hak ved Lithium batteri, og benvænte den ”Ecoflow 1300 – power station”.Den var tydelig mærket med 3480 faremærker.Så uden at jeg havde forstået det, satte UPS den på et fly til Köln.Og da UPS så opdagede at den var et kæmpe-batteri, fortalt UPS mig, at jeg kunne hente den i Köln. 1800 km længere væk, og ikke et sted jeg har venner.Afhentningsstedet er inde i lufthavnens sikkerheds-område, og har krævet nogle timers ansøgninger.Da jeg får fundet en god Ukrainer, som kan hente pakken, vil UPS ikke udlevere den.Al min kommunikation har foregået med salesdenmark at ups.com, som nægter at kommunikere på dansk eller sige hvad de hedder.Alt i alt, ikke godt.",1,negative
UPS,Ups er det væreste leveringsfirma…,Ups er det væreste leveringsfirma nogensinde det så fkn svært at bruge det levere ikke ordenligt ærligt luk jeres firma i er forfærdelige,1,negative
UPS,Løgn,"De påstår de ikke kunne levere min pakke, fordi der ingen var hjemme, men jeg har været hjemme hele dagen, og kan se på videoovercvågningen, at her ingen har været. Det er simpelthen for ringe!",1,negative
UPS,Jeg fik min faktura alt forsent og de…,Jeg fik min faktura alt forsent og de sagde at jeg bare skulle betale den med det samme. Så sender de alligevel en bøde med forsent betaling. Det er for dårligt synes jeg.,1,negative
UPS,Forfærdelig service,Arbejder hjemmefra og får en mail omkring min pakke ikke kunne leveres fordi jeg ikke var hjemme. Det så dovent at deres bud ikke engang gider forsøge at ringe på en dørklokke…,1,negative
UPS,At klage er en jungle,"Modtog en pakke hvor karton og indpakning var helt fladmast, og det var jeg lidt ked af, da det er en fødselsdagsgave. Selve varen overlevede, da den er lavet af blødt materiale , men det ligner at jeg har trampet på den. Ville klage og det var noget af en proces. Først skulle jeg oprette en profil hos UPS, det var heller ikke muligt at fremsøge den rigtige side med reklamation på deres hjemmeside, undervejs talte jeg med kundeservice 3 gange og det er ikke en mulighed blot at klage, man skal fremsætte et erstatningskrav (og det er måske lidt i overkanten for en ødelagt kartonæske). Da jeg endelig havde udfyldt reklamation med 8 billeder som dokumentation, beskrivelse af varen osv, så kom der en fejlmeddelelse frem på skærmen: ‘vi kan ikke sende dit erstatningskrav på dette tidspunkt’ - okay tak. Så forsøgte jeg tre gange mere - samme resultat. Så nu giver jeg bare op (varen har jo trods alt overlevet), men er stærkt utilfreds!",1,negative
UPS,Væreste pakke transport nogensinde,"Vi bestilte noget som skulle leveres til vores adresse,vi modtaget en besked om at de har forsøgt at levere pakken til vores adresse men at der ikke har været nogen hjemme til at skrive under og derfor har de sendt den vidre til udleveringssted.Jeg ringer og fortæller at vi altså har tre hunde som ville have reageret hvis der havde været nogle og banke på.Min kæreste har været hjemme hele dagen igår.Hun får sørget for at jeg bliver ringet op om ny leveringsdato og jeg får at vide de vil komme dagen efter.Men igen modtager min kæreste en sms hvor der står vi ikke var hjemme, hvilket vi begge har været.Igen ringer jeg til UPS og fortælle om beskeden, men får at vide de ikke har forsøgt at levere den endnu og at vi vil blive ringet op når den er ved at være der Har aldrig oplevet noget lignende og havde jeg kunne give nul stjerner så havde jeg gjort det",1,negative
UPS,Bestilte pakke til levering på mit…,"Bestilte pakke til levering på mit kontor. Till trods for at vi har været der hele dagen får vi besked om at pakken er forsøgt afleveret, og nu kan afhentes på i en pakke shop.",1,negative
UPS,Mest uduelig fragtfirma,Et mere udueligt fragt firma skal man lede længe efter.. i 3 dage har de (åbenbart) prøvet af aflevere pakken (ingen hjemme ifølge deres app) Vi har været hjemme alle dage..,1,negative
UPS,Spild af penge,"Ventede i 4 timer på planlagt afhentning af værdiforsendelse. Som de fleste andre oplevede jeg, at pakken aldrig blev afhentet inden for aftalt tidspunkt. Jeg ringede da til kundeservice og traf en fuldstændig inkompetent medarbejder der hverken kunne navigere i sine egne systemer, eller svare på nogle spørgsmål vedr. pakken. Aldrig igen",1,negative
UPS,Ingen hjemme løgn…,"Fik besked om at der ikke var nogen hjemme, men jeg arbejder hjemmefra, så har været klar hele dagen. Simpelthen ikke i orden. Jeg var afhængig af at den pakke blev leveret.",1,negative
UPS,Fik skriftlig besked om forsendelse,Fik skriftlig besked om forsendelse - svarede at jeg kun ønskede at modtage forsendelsen såfremt det var omkostningfrit for mig - dagen efter var forsendelsen efterladt uden for min hoveddør??? Nu en måned senere kommer pludselig faktura for håndteringsgebyr - efter flere omstillinger - var det kontante svar - betal eller vi sender den i retten.,1,negative
UPS,Der findes et underholdningsprogram der…,"Der findes et underholdningsprogram der hedder ""nul stjerner"".....det er sjovt.....men det er det her ikke. Behøver vist ikke at uddybe nærmere.",1,negative
UPS,Ikke leveret til tiden,"Jeg bestilte et fint ægte tæppe hos Carpet Avenue. Fragt med UPS er fuldstændig mislykket. Det er en pakke på 10 kg, som “sandsynligvis” blev afleveret på aftalt dato og klokkeslæt. Ingen ring eller bank på døren, så havde hunden reageret. Seddel i postkassen med afhentning på tanken. Mig nyt opkald til ups. Medarbejderen var flink og omdirigerede ny udlevering til min hjemadresse. Nu kan den (mandag) hentes på tanken eller vente til onsdag… carpet avenue beklager. Firmaet har undersøgt flere fragtfirmaer i deres handler, og ups er hurtigst og stabil. Jeg prøvede at oprette en profil på ups, men det blev afvist på hjemmesiden. Nu ringer jeg imorgen til kundeservice i ups og afventer næste punkt. Idag (tirsdag) ringede jeg til ups kl 10.00. Vent lidt, jeg ringer til depotet i Vejle. 10 minutter senere. Der var problemer med telefonforbindelsen. Du får din pakke imorgen. En chauffør ringer i løbet af dagen. Chaufføren ringer. Ruten skal planlægges. Mellem 16 og 19. Venter. Idag onsdag lovet at pakken kommer 16.00. Nu er kl. 17.50, og endelig ringer det på døren! En meget flink chauffør undskylder, at der gik udu i det hele, og at det ikke gentager sig",1,negative
UPS,svindel firma,Betale toldgebyrg uden at modtage nogen pakke  var blevet væk.Blev debiteret 3 gange på mit mastercard som skulle haveværet krediteret.Har send masser af mail til UPS de svarer ikke. De krediterer heller ikke. svindel på svindelhar meld dem til GDPR for misbrug samt politiet for svindel,1,negative
UPS,0 Stjerner!,"0 Stjerner!UPS påstår at de har forsøgt at levere vores pakke i dag, hvilket ikke er sandt. Vi har været på adressen hele dagen - de lyver.",1,negative
UPS,Siger der ikke var nogen hjemme når der var..,Samme historie som alle andre - de siger at de forsøgte at leverer men at der ikke var nogen hjemme. Min kæreste arbejdede hjemme den dag..,1,negative
UPS,Utroligt at UPS stadig eksisterer.,"Utroligt at UPS stadig eksisterer.Dårlig/ikke fungerende tracking funktion. Jeg har efterhånden fået leveret en del pakker med UPS og stort set hver gang er der problemer med levering. Kundesupport kan ikke hjælpe. Det er selvfølgelig ikke deres skyld, at deres systemer ikke kan kommunikere sammen, så de kan give den hjælp man efterspørger. Havde det ikke været pga. de steder jeg bestiller varer fra bruger UPS, så havde jeg klart valgt et mere kompetent fragtfirma. Hvornår får I et system, som fungerer.Seneste pakke som skal leveres, står til at blive leveret i dag i app’en. Men der står også, at jeg har anmodet om en ændring, hvilket jeg så ikke har. Når man ringer for hjælp, så kan de ikke se de samme informationer som jeg kan. Der står intet om, at min pakke bliver leveret i dag. Det bedste de kan hjælpe med er, at pakken nok vil blive leveret i morgen i stedet. Det er jo meget smart, når man har sørget for at være hjemme i dag.",1,negative
UPS,Jeg var hjemme hele tiden og ventede på…,"Jeg var hjemme hele tiden og ventede på pakken, og så fik jeg at vide at de har forsøgt at levere min pakke men jeg var ikke hjemme???",1,negative
UPS,Siger ingen var hjemme og de forsogte…,"Siger ingen var hjemme og de forsogte at levere selvom vi var 2 hjemme p[ det tidspunkt, f*ndme noget l**t.",1,negative
UPS,Nul kundeservice,"Nul kundeservice - afleverer ikke pakken og mener at have fået forkert adresse, som man ikke kan opdatere på deres hjemmeside.",1,negative
UPS,UPS er helt væk...,"Dårlig oplevelse...Skulle have en telefon ombyttet via en forsikring - UPS skulle komme i dag inden kl 12 og ombytte, så fra 8-12 der være nogen hjemme. Kl 11:48 stod der pludselig at pakken var forsøgt afleveret, men der var ingen hjemme. Vi har video overvågning som klart viser at der ikke har været nogen fragtmand hele formiddagen. Jeg ringer til UPS som ikke ved hvad der er gået galt, men kan prøve igen i morgen - kl 15 kommer der så pludselig en UPS chauffør for at ombytte telefonen. På det tidspunkt var telefonen som skulle ombyttes så ikke på adressen længere, da jeg havde fået besked på at de ville prøve igen i morgenVed at ringe til UPS bliver man ikke det mindste klogere, de aner stadig ikke hvad der er sket - men kan heller ikke fortælle med sikkerhed hvad der sker med min pakke - om og hvornår jeg evt kan hente på lager, eller om de prøver igen i morgen... Jeg tror at chaufføren ikke har kunne nå at aflevere til kl 12 som der var aftalt, for at undgå at sige at han var bagefter, har han markeret at den var forsøgt afleveretHåbløst dårligt",1,negative
UPS,Afsendt pakke 24.10.2022 mistet 3 dage…,"Afsendt pakke 24.10.2022 mistet 3 dage senere!24.10.22 blev pakke innleveret. Modtager: Australien27.10.22 får jeg melding om at min pakke ikke kunne leveres og er blevet avhendet i henhold til de lokale retningslinjene.3 dage efter min pakke er afsendt fra min adresse er pakken borte. Har haft en veldig lang og slitsom kommunikation med UPS-kundeservice, både telefonisk og på mail og der er liksom ingen som klarer å ta ansvar for denne situationen, hvilket er hvorfor jeg nå skriver klage til UPS og til Forbrukerrådet. Pakkens indhold et tæt på 10.000,- inkl. frakt som ble 820,-",1,negative
UPS,Det er virkelig en UPS big time,Det er virkelig en UPS big time! Kundecenter har åbenlyst været på et kursus i at lyve overfor kunder og virke pålidelig.,1,negative
UPS,Har fået at vide at min pakke er…,"Har fået at vide at min pakke er leveret til min adresse, men på min videoovervågning har der ikke være et øje. Jeg kontakter UPS, og de siger at den er leveret, og at de har fået en underskrift. De opretter en sag, og sender den videre til ""tracking teamet"". Nogle dage efter bliver jeg ringet op, og de siger at de intet kan gøre. Jeg spørger om de har kontaktet chaufføren som skulle have leveret pakken, og det siger de at de ikke gør, da der i deres 'fremgangsmetode' står at de ikke kontakter chaufføren hvis det er over 48 timer siden de har leveret pakken. Jeg spørger om de ikke kan kontakte chaufføren alligevel, for det kan jo være han alligevel kan huske hvor han var gået hen - her bliver der bare lagt på. Det ender med at jeg skal kontakte min sælger, og få dem til at kontakte UPS - hvilket ikke er helt nemt når sælgeren er i udlandet.Min teori er at chaufføren enten selv har beholdt pakken, eller at den aldrig har været med i bilen, og tabt et andet sted i fragten. Hvis pakken var givet til mine naboer, havde jeg med sikkerhed fået den.",1,negative
UPS,Manglende opfyldelse af hjemmeleveringstjeneste og afhentning af pakke hos UPS Access Point,"Jeg skriver for at udtrykke min dybe skuffelse over jeres fuldstændig inkompetente og uprofessionelle service i forbindelse med levering af min pakke. Jeg havde betalt ekstra for at få pakken leveret hjem til min adresse, men til min store frustration kørte jeres chauffør lige forbi min balkon og afleverede pakken til en UPS Access Point, kun 5 minutter efter han var forbi min adresse.Det er fuldstændig uacceptabelt, at jeres medarbejder ikke kan følge simple instruktioner og levere pakken som aftalt. Jeg er rasende over, at jeg har betalt ekstra for en tjeneste, som jeres firma ikke er i stand til at opfylde. Jeg har mistet tilliden til jeres firma og vil nu overveje at bruge konkurrerende tjenester i fremtiden.Jeg forventer en fuldstændig og detaljeret forklaring på, hvorfor jeres chauffør ikke kunne levere pakken som aftalt. Desuden forventer jeg en passende og tilstrækkelig kompensation for den ekstra tid og besvær, som jeg nu skal bruge på at hente min pakke hos UPS Access Point. Hvis I ikke kan levere den ønskede service, så bør I ikke tilbyde den.Jeg ser frem til at høre fra jer snarest muligt, og jeg håber virkelig, at I vil tage min klage alvorligt og træffe passende foranstaltninger for at undgå sådan en situation i fremtiden.",1,negative
UPS,RIGTIG ELENDIG KUNDESERVICE!!!!!!,"RIGTIG ELENDIG KUNDESERVICE!!!!!!Jeg prøvede at kontakte UPS, på deres kundeservice nummer inden for åbningstiderne. Dog blev jeg gentagende gange kastet rundt i tilfredshedsundersøgelser og et elendigt program, hvor jeg selv kunne indtale pakke nummer. Jeg kom ALDRIG i kontakt med en medarbejder, som kunne hjælpe mig!!!!!!!!!",1,negative
