company,title,body,rating,sentiment,predicted,prob_pos,prob_neu,prob_neg
PostNord i Danmark,I skriver stadig min gamle adresse på,"I skriver stadig min gamle adresse på, selvom jeg har opdateret? I sender mig besked om, at pakken er gået retur, fordi jeg ikke har opdateret adressen? ??Ca en time senere får jeg besked om, at pakken er leveret til afhentning?..?? Der er plads til forbedringer ,Håber I får styr på tingene,",1,negative,neutral,0.239,0.759,0.002
FedEx,Et af verdens ringeste kurér firmaer,"Hvorfor i alverden man vælger at drive et verdens omspændende kurér/fragt firma når man så tydeligt ikke kan foredrage eller finde ud af at levere pakker til kunderne det forstår jeg simpelthen ikke.Har nu 4 gange forsøgt at få leveret en pakke ud til min kærestes adresse, og de 1-2 gange afleverer de ikke nogen seddel eller andet om at de har været der. Den 3 gang aftales det at pakken istedet skal afleveres hos hendes forældre (hvor der er nogen hjemme hele dagen) OG at pakken må stilles ved trappen HVIS der ikke var nogen hjemme: alligevel bliver pakken IKKE leveret denne gang heller. Nu prøver vi så igen på mandag, hvor der nu også skal hænge en seddel på døren til chaufføren om at pakken må stilles ved trappen (jeg ved så ikke hvorfor jeg allerede HAR givet den oplysning til fedEx manden) Det er kraftedeme for ringe at man ikke kan få dem til at ringe eller sms inden de ankommer, men ""forklaringen"" er at""..vores chauffører har ikke telefoner med i lastbilen"" Gu fanden har de sq da så, der er da for helvede ikke nogen voksen mand/kvinde i dagens Danmark der er i arbejde og som ikke har en telefon.  Kan I ikke selv se at der må kunne spares millioner ved at man undgår at køre forgæves ud med den samme pakke 4 gange UDEN at man forsøge kontakt til kunden?? Der findes et ordsprog i retning af ""Det er kun en idiot som gør det samme hver gang, men som hver gang forventer et nyt resultat"", det må være FedEx og andre man har haft i tankerne da man nedfældede det på papir.",2,negative,neutral,0.003,0.994,0.003
PostNord i Danmark,Pakke leveret til tiden.,Pakke leveret til tiden.,5,positive,neutral,0.015,0.982,0.004
PostNord i Danmark,Min pakke var åben og uden indhold da…,Min pakke var åben og uden indhold da den kom frem,1,negative,neutral,0.011,0.985,0.004
UPS,Sindssyg dårlig oplevelse,"Sindssyg dårlig oplevelse. Først modtager jeg INGEN notifikation om at pakken skal komme eller hvad tracking nummeret er. Kun en SMS om at de har været forbi og at der ikke var nogen hjemme. Det ved jeg ikke var sandt, siden jeg var hjemme hele dagen. Jeg skriver til dem og fortæller mine oplysninger. Jeg skriver at jeg er hjemme hele dagen dagen efter. Ingen pakke ankommer, men kun en til sms. Jeg ringer til UPS. De fortæller mig at det pågældende tracking nummer ikke tilhører mig, men en pakke i Norge. Jeg får at vide at min pakke venter på lageret på at nogen betaler told på den, ellers kan den ikke blive sendt ud. Hun siger at faktura afdelingen vil kontakte mig dem kommende mandag og at jeg vil kunne betale min told over telefonen med mobile pay. Ingen ringer mandag eller tirsdag. Tirsdag aften får jeg en mail fra siden hvor jeg bestilte varerne fra. De siger at UPS har kontaktet dem fordi de ADSKILLIGE GANGE har prøvet at kontakte mig omkring dem told, jeg mangler at betale og at hvis jeg ikke betaler inden dagen er omme (jeg modtager denne mail tirsdag aften kl 23), vil pakken blive sendt tilbage til dem i USA. Dagen efter kontakter jeg UPS igen. Endnu engang får jeg beskeden at faktura afdelingen vil kontakte mig inden dagen er omme. Det gør de ikke. Dagen efter ringer de. Jeg bliver nødt til at forklare hele sagen igen og klargøre hvorfor jeg ikke har et tracking nummer at give dem. Endelig fortæller de mig beløbet for hvor meget jeg skylder. Jeg gør mig klar til at betale på Mobile Pay. Men nej, siger de, det kan de ikke gøre, det er hos kundeservice jeg skal gøre det. Jeg forklarer at kundeservice adskillige gange har sagt det modsatte, men bliver kun fortalt at jeg skal ringe til kundeservice. Dagen efter ringer jeg op. Jeg får at vide at jeg kun har to muligheder for at betale tolden. At jeg enten tager endnu en dag fri fra arbejde, bare for at vente hjemme på UPS der højst sandsynligt ikke kommer - eller at jeg tager til Glostrup og henter pakken selv.VÆRSTE SERVICE I VERDEN! 😠",1,negative,neutral,0.003,0.985,0.012
PostNord i Danmark,Forsvunden pakke,"Post Nord har taget en pakke (2 stk frugttræer) med retur, der var blevet leveret af et andet udbringningsfirma samme dag. Nu er træerne her efter 3 dage stadig ikke blevet leveret, hverken til sælger eller undertegnet.",1,negative,neutral,0.003,0.995,0.003
PostNord i Danmark,Levering til tiden,Levering til tiden,5,positive,neutral,0.001,0.998,0.001
UPS,Elendig service.,"Elendig service.3 gange inden for en uge har UPS skulle levere pakker til mig. Alle 3 gange har jeg modtaget en sms hvor jeg kan vælge mellem hjemmelevering eller levering til Acces Point. Jeg valgte hjemmelevering. 2 ud af 3 gange bliver pakken alligevel sendt til Acces Point med besked om at de har forsøgt levering, selvom jeg har været hjemme. Det er for dårligt og en dyr service når man skal fise byen rundt for at hente pakker som UPS ikke gad at levere. Jeg giver 1 stjerne, men kun fordi man ikke kan vælge 0.",1,negative,negative,0.005,0.001,0.994
PostNord i Danmark,Altid venlig og smilende postbud☺️,Altid venlig og smilende postbud☺️,5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,Hurtig levering og rart bud,Hurtig levering og rart bud,5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,Jeg får en mail/sms,"Jeg får en mail/sms, hvor i skriver at varen bliver leveret 10/5. I mailen kan jeg så track/chaze leveringen, der står så at varen bliver leveret 11/5.Den 11/5 får jeg så en ny mail, hvor i skriver at leveringen bliver forsinket. Til trods for at jeg kan se på track/chaze at varen er lagt på turen til 11/5. Kl 0800.Det var fuldstændigt det samme sidste gang i skulle levere en pakke til mig. Der gik også 2 dage yderligere.Stram op Post Nord.Hvis jeg kunne ville i få 0 stjerner.Henrik Hestehave",1,negative,neutral,0.016,0.926,0.058
UPS,Jeg fortryder mit valg,"Jeg fortryder virkelig, at jeg har købt en vare hos en virksomhed, der bruger UPS som leverandør. For at være sikker på at få pakken, skal man være hjemme hele dagen. Deres hjemmeside er samtidig helt umulig at bruge. Du SKAL oprette en bruger, hvis du vil ændre noget som helst ved forsendelsen. Dette har jeg så gjort. Ved en fejl fik jeg så valgt en anden leveringsdag, og hver gang jeg forsøger at annullere denne ændring, får jeg bare at vide, at jeg skal prøve igen senere. Jeg savner også et tekstfelt, hvor jeg kan skrive en uddybende vejledning til chaufførerne med, hvor de kan stille varen.Det gør jeg aldrig igen.",1,negative,neutral,0.007,0.992,0.002
FedEx,Første gang jeg benytter FedEX,"Første gang jeg benytter FedEX, og er meget tilfreds med leveringen, som blev leveret til tiden.",5,positive,positive,0.994,0.005,0.001
PostNord i Danmark,Varen kom som aftalt.,Varen kom som aftalt.,5,positive,neutral,0.002,0.998,0.001
PostNord i Danmark,Hurtig levering som lovet,Hurtig levering som lovet. Stor ros herfra 👍,5,positive,positive,0.999,0.0,0.001
PostNord i Danmark,Fin og hurtig levering Tak,Fin og hurtig levering. Tak,5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,Altid hurtig levering,God information … jeg er meget tilfreds 😊,5,positive,positive,0.999,0.001,0.0
PostNord i Danmark,Der var en stor revne i papkassen,"Der var en stor revne i papkassen, derfor kun 4 stjerner",4,positive,negative,0.085,0.047,0.868
PostNord i Danmark,Levering,Hurtig levering,5,positive,positive,0.953,0.045,0.002
PostNord i Danmark,Super service,Super service,5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,vare fik mand som aftalt.,vare fik mand som aftalt.,5,positive,neutral,0.013,0.983,0.004
UPS,Spild af penge,"Endnu en gang har UPS formået at levere i en pakkeshop NÅR JEG HAR BESTILT LEVERING TIL DØREN OG ER HJEMME.Føj for h3lvede (dårligt sprogfilter også, Trustpilot)",1,negative,negative,0.003,0.0,0.996
PostNord i Danmark,Til tiden,Kom til tiden,5,positive,neutral,0.001,0.998,0.001
PostNord i Danmark,Kassen var beskadiget og derved også…,Kassen var beskadiget og derved også indholdet.Ikke okay!,2,negative,negative,0.001,0.001,0.998
PostNord i Danmark,Hurtig levering👍,Hurtig levering👍,5,positive,positive,0.991,0.008,0.001
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive,positive,0.953,0.045,0.002
PostNord i Danmark,Pakken blev ikke lagt i hht specificeret,Pakken blev lagt foran hoveddøren. Selvom jeg i min flex levering har specificeret at den skal ligge ved bagdøren.,3,neutral,neutral,0.006,0.974,0.02
UPS,Det dårligste firma 2 gange været…,Det dårligste firma 2 gange været hjemme og 2 gange siger de har været der men ingen hjemme ringe til kundeservice det kan man lige så godt glemme det dårligste kundeservice vil ikke gøre noget vare til firma så vigtig kommer idag men nej nej aldrig oplevet noget dårligere firma frem over del skal vælges det helt sikker,1,negative,negative,0.017,0.015,0.967
PostNord i Danmark,Det er hurtigt,"Det er hurtigt, og jeg blev informeret om leveringen i god tid.",5,positive,positive,0.963,0.035,0.002
FedEx,Uprofessionelt firma,"Ualmindelig , uprofessionelt firma.Helt uforståelig kunde håndtering.",1,negative,negative,0.001,0.001,0.998
UPS,Fantastisk hurtig levering,Fantastisk hurtig levering,5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,Gik helt fint,"Gik helt fint, pakken stod ved min dør.",5,positive,neutral,0.014,0.98,0.006
UPS,Elendig kundeservice - faktisk kundefjendsk!,"Elendig kundeservice!Jeg har med møg og besvær afhentet flere pakker til min kæreste og fulgt UPS' regler for fuldmagt. Problemet er bare at Q8 som er pakkeshop har andre fuldmagtsregler, så flere gange måtte jeg køre hjem igen og bede min kæreste selv afhente pakkerne. Troede først det var ekspedienten, men fandt ud af, at det er Q8, som har deres egne regler (som de har glemt at få UPS til at skrive på UPS' hjemmeside).Når jeg prøver at fortælle UPS om det, går de kun op i om jeg har fået pakkerne og har ingen interesse i at finde ud af, om der er problemer i deres egne processer. Et sted sagde de faktisk til mig at jeg skulle kontakt Q8 og spørge dem om hvorfor de ikke følger UPS' retningslinier.Har aldrig mødt et globalt firma, som er så uprofessionelt og kundefjendsk!",1,negative,negative,0.003,0.019,0.978
PostNord i Danmark,Pakken hurtig og korrekt afleveret.,Pakken hurtig og korrekt afleveret.,5,positive,positive,0.885,0.097,0.019
PostNord i Danmark,Fin præcis levering til min nye firma…,Fin præcis levering til min nye firma adresse - mange tak ;),5,positive,positive,0.999,0.001,0.001
PostNord i Danmark,hold nu opmed at spørge om min…,hold nu opmed at spørge om min oplevelse.vær gang man få en pakke fra jer.,1,negative,positive,0.967,0.012,0.022
PostNord i Danmark,Pakken blev leveret på det lovede…,Pakken blev leveret på det lovede tidspunkt efter først at være anmeldt pr. e-mail .,5,positive,neutral,0.001,0.998,0.001
UPS,Dummeste og mest inkompetente…,"Dummeste og mest inkompetente mennesker.Værste leverings firma, og jeg håber at i bliver lukket.Hvordan er det muligt at man 5dage før levering af sin pakke, ringer ind og informere jer om at man har ændret adresse, hvor i bekræfter at i har ændret adressen, og man ringer ind dagen efter for at bekræfte det, og dagen efter igen, og man så får en besked om at pakken alligevel er bleven leveret på den tidligere adresse. Er i komplet idioter? Og når man ringer ind og fortæller jer hvad der er sket, så er i så blanke og dumme og direkte respektløse over telefonen?",1,negative,negative,0.001,0.0,0.999
UPS,Ærgerligt at man skal give en stjerne,"Ærgerligt at man skal give en stjerne, for de er overhovedet IKKE en eneste stjerne værdig! Er chokeret over man kan drive en forretning på den måde! - skulle have leveret min pakke igår! Ringer til firmaet, den er prøvet at blive leveret forgæves! Ej, det har den så ikke.. jeg har været hjemme hele dagen, har ikke engang været i bad fordi jeg ikk skulle gå glip af pakken, (en telefon der skal ombyttes) !Får at vide, rolig nu den kommer imorgen.. (idag altså) sidder igen her, og har ikke været ude for en dør! Skriver en besked til jer på fb, fordi man sjovt nok ikk kan klage, fordi min pakke er blevet leveret/eller undervejs 🤦🏽‍♀️ Man kan heller ikke ringe til andet end kunderservice, og de der stakkels piger de ved jo ingenting! Det virker lidt som om I udemærket er klar over i levere en meget dårlig service da det er total umulig at få nogle brugbare svar! 🤷🏽‍♀️Jeg håber virkelig for jer min pakke kommer på mandag! Men det kunne hun jo heller ikk love 😡Det er godt nok for lavt, at snyde folk på den måde, aldrig en god ide at lyve!!! Anbefaler jer ALDRIG til nogen, og det kan jeg da se at jeg ikke er ene om!!!!!",1,negative,negative,0.008,0.001,0.991
PostNord i Danmark,TILFREDS KUNDE…,Hurtig levering to dage før annonceret !!!,5,positive,positive,0.992,0.006,0.002
UPS,Har ikke oplevet noget lignende,"Har ikke oplevet noget lignende. Jeg får en en faktura d.22/12-20 som faktisk skulle betales d.16/11. Har self betalt beløbet, hvor efter en måned jeg får er brev for finans2(inkassofirma) d22/1-21 at pengene ikke er betalt. Jeg ringer adskillige gange til ups og de siger at det er i orden. Men det er så ikke i orden.",1,negative,neutral,0.003,0.51,0.487
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive,positive,0.953,0.045,0.002
UPS,Dårligt service og dårlig behandling er standarden i dette firma,"Ingen service, hverken telefonisk eller personligt. Bestiller du en pakke til afhentning hos dem bliver du nærmest kastet for løverne og får at vide at de har sørme ikke tid til sådan noget som kunder. og de kan i hvertfald ikke afhente pakken på adressen hvis du ikke giver dem et pakke nummer først.(Selvom pakkenummer kan findes på adressen ved afhentning)",1,negative,negative,0.027,0.435,0.539
UPS,Lyver omkring levering,"Lyver omkring levering, har ringede omkring levering, de afviser og siger at alt klage skal skrives via deres hjemmeside. De har forvirrende hjemmeside.Jeg har fulgt med tracking nr. og ventede på pakken.. kl. 11 kunne se at der stå at de har forsøgt at aflever men ingen var hjemme.. lyver lyver.. fik intet brev, label eller sms, skulle selv holde øje med pakken og hente den 1,5 km fra hjemmet.Godt at pakken var i god stand uden skader.",2,negative,negative,0.031,0.088,0.881
UPS,Ingen hjemme løgn…,"Fik besked om at der ikke var nogen hjemme, men jeg arbejder hjemmefra, så har været klar hele dagen. Simpelthen ikke i orden. Jeg var afhængig af at den pakke blev leveret.",1,negative,neutral,0.042,0.81,0.148
UPS,Uduelige,"Oplyser USP om at de skal sende pakken til en adresse i Esbjerg. Vi er ikke hjemme til at tage i mod pakken. Først efter tredje mislykkedes levering får vi en SMS - Fair nok - Læg dog en seddel første gang?  Beder dem levere pakken til dansk supermarked, århus. Dagen efter er den ikke kommet til DS, da den er ""fejl fordelt"". Ringer til dem igen og siger de skal sende til esbjerg, da vi ikke er i århus mere. OK, den bliver leveret i esbjerg siger de. Ringer til dem dagen efter for at være sikker på at den er på vej. Den er på vej siger de. Senere bliver vi ringet op af dansk supermarked som siger at de har pakken. Taler herefter med chaufføren, som siger at der egentligt også står på sedlen at pakken skal til esbjerg (NÅ GØR DER VIRKELIG DET?!), men at han altså kun kører i århus området.  Vi taler i tlf med UPS som siger at er en meget ærgerlig fejl (Ved at brække mig fuldstændig over standardiseret ""service svar"", men samtidig at de kan ikke rette op på fejlen, eller gøre noget for at vi får den fuxking pakke i dag. Pakken ""bliver"" leveret mandag 17/11 , lover de. To be continued! UPS KAN I FÅ JERES SYSTEMER OG MENNESKER TIL AT SNAKKE SAMMEN -  DET VIL FAKTISK SPARE JER PENGE OG GIVE JERES KUNDER EN BEDRE OPLEVELSE",1,negative,neutral,0.002,0.995,0.003
PostNord i Danmark,Jeg bestilte en pakke tirsdag den…,"Jeg bestilte en pakke tirsdag den 09.05. som blev afsendt kort efter min bestilling.Siden onsdag den 10.05. - kl. 08:43 har min pakke ligget i Køge hos Post Nord til klargøring til aflevering.Der har den ligget i 3 dage, for at blive klargjort.Jeg synes det er “fantastisk”, at der skal bruges hele 3 dage for at klargøre en pakke, så den kan blive afleveret den 4. dag til modtageren af pakken, små 30 km. derfra. Jeg vil mene, at jeg burde have modtaget min pakke, hvis jeg var heldig torsdag eller senest fredag.Men fik den først om søndag.Det er første gang jeg har været ud for sådan en lang leverings tid.Derfor kun en stjerne fra mig.",1,negative,neutral,0.064,0.934,0.002
PostNord i Danmark,Levering til tiden og i god stand.,Levering til tiden og i god satnd.,5,positive,positive,0.991,0.007,0.002
PostNord i Danmark,Modtog en mail at min pakke ville blive…,"Modtog en mail at min pakke ville blive leveret dagen efter. Fik ikke en ny besked at den var forsinket, men en ny mail om jeg var tilfreds med leveringen inden jeg har modtaget pakken. 2 dage senere bliver pakken leveret i Meny, hvilket jeg heller ikke modtog nogen besked om eller sms-kode. Fandt ud af det via tracking af pakken. Derudover havde jeg bedt og betalt for hjemmelevering og noteret at pakken skal sættes ved hoveddøren. Alligevel bliver den leveret til Meny.Det må kunne gøres bedre :)",1,negative,neutral,0.021,0.978,0.001
PostNord i Danmark,Fin service med foto af levering,Fin service med foto af levering,5,positive,positive,0.992,0.007,0.001
FedEx,Skyhøje omkostninger ved privat-import…,"Skyhøje omkostninger ved privat-import gennem FedEx - 180 kr. i gebyr for at håndtere en import-forsendelse, det er vanvittigt og står slet ikke mål med de faktiske omkostninger. Selv PostNord har lavere omkostninger!Nå ja, regningen for import moms kommer åbenbart efter pakken er leveret og er sendt fra inkasso firmaet SVEA som påstår at de har sendt regning ud på told omkostningerne. Faktum er at jeg ikke har modtaget nogen faktura på noget som helst og nu står jeg med en inkasso skrivelse pålagt flere tusinde kroner fordi jeg ikke har betalt den oprindelige faktura (som jeg aldrig har modtaget)Utroligt at en organisation som FedEx samarbejder med en virksomhed som SVEA som benytter sig af ufine metoder!",1,negative,negative,0.001,0.0,0.999
PostNord i Danmark,Ekspedienter var ikke særlig…,Ekspedienter var ikke særlig behaghagelig mens hun gik efter det post jeg skulle hente sagde hun meget komederende jeg skulle have ligimation klar selv om jeg stod med det i hånden blev vred over den tone så travlt var der ikke,1,negative,negative,0.002,0.003,0.995
UPS,Meget upraktisk leverings firma,"Man har ingen indflydelse på leverings tidspunkt, ingen mulighed for levering i weekenden... Hvis du er heldig har de måske en afhentnings central i din landsdel.",1,negative,neutral,0.002,0.997,0.001
PostNord i Danmark,Super levering,Super levering,5,positive,positive,0.998,0.001,0.001
UPS,De holdt uden for min lejlighed,"De holdt uden for min lejlighed, imens føreren sad i bilen, som han ikke engang stod ud af, hvorefter jeg modtog en besked om at jeg ikke var at træffe på adressen. Jeg ringede derfor til deres ""kundeservice"", der ikke engang taler dansk, hvor hun var pisse ligeglad. Skod firma, hold jer væk!",1,negative,negative,0.01,0.001,0.989
PostNord i Danmark,Fint,Fint. Dag til dag levering.,5,positive,positive,0.876,0.119,0.006
FedEx,Elendig kundeservice,"Venter på en pakke som blev forsøgt leveret mens jeg var på arbejde - dette for 17 dage siden. I de 17 dage er der intet sket og jeg har ingen information modtaget. Pakken står til at ligge i Kastrup. For 12 dage siden skrev jeg en mail for at høre, hvornår jeg kunne regne med levering. Den har jeg stadig ikke modtaget svar på.De har ikke åbent for deres chatfunktion i det tidsrum de angiver og på telefonen er der 30+ min ventetid - uden man får nogen information om hvad nummer man er i køen eller hvor længe der ca. går - så man er i tvivl om der overhovedet er nogle medarbejdere i den anden ende.. Det er der, men de er nu heller ikke til meget hjælp. Fik besked om, at pakken kun kunne leveres i tidsrummet 10-18 på hverdage, og at man ikke kunne arrangere det, således at det lå uden for ens arbejdstid. Hvis leveringen så ikke lykkes anden gang, skal man selv hente pakken i Kastrup. Ellers bliver den sendt retur. Så et firma der lever af at levere pakker beder kunden om selv at hente den - fedt!Nok den mest inkompetente og elendige kundeservice jeg har oplevet hos et firma.",1,negative,negative,0.017,0.263,0.72
PostNord i Danmark,flinke folk der er ansat.,flinke folk der er ansat.,5,positive,positive,0.657,0.188,0.154
UPS,Fuldstændig inkompetent firma,Fuldstændig inkompetent firma. Fik igår en mail om pakke vil blive leveret til døren i dag mellem kl 10:15 - 14:15. Går ind på sporing af pakke i dag ved 12 tiden og ser at pakken er forsøgt leveret forgæves og nu på vej til nærmeste pickup-point. Men jeg har udendørs overvågning og ved med sikkerhed at ingen har været tæt på min bolig i løbet af dagen. Så jeg har siddet i 3 timer nu og ventet på en pakke der ikke kommer. Hvis du bestiller nogle vare online og ser at det er UPS der levere. Find din vare et andet sted.,1,negative,negative,0.002,0.01,0.988
UPS,Elendig pakkelevering,"Det er så 2. gang på 5 dage hvor en UPS medarbejder vælger ikke at levere min pakke, selvom jeg har ventet hjemme hele dage for at sikre mig at de ikke smed den tilbage til deres distributionscenter. Nu skal jeg så igen vente en dag mere fordi deres medarbejdere er så uduelige og ikke engang gider at kører ud til adressen.",1,negative,negative,0.003,0.026,0.972
UPS,De bringer ud uden problemer!,"Jeg har mange gange benyttet mig af UPS. Leveringen har altid været indenfor det lovede. De forudbetaler også told, hvis det er nødvendigt. Jeg har oplevet, at de har kontaktet, mig hvis jeg ikke er hjemme på leveringstidspunktet, om det er okay de stiller pakken eller skal komme igen en anden dag - god service. MEN! Hvis man ændre leveringsbetingelser, kan de åbenbart have svært ved at opfatte det, selvom jeg ringede til dem yderligere 6 gange i løbet af fem dage. Jeg fik dog pakken til sidst.",3,neutral,neutral,0.045,0.941,0.013
PostNord i Danmark,Hurtig ekspedition,Hurtig ekspedition,5,positive,positive,0.701,0.296,0.003
UPS,God information,"Bestilte en pakke i USA for første gang, og fik en mail direkte fra UPS med et link, så jeg hele tiden kunne følge pakken. Dejligt.",4,positive,positive,0.999,0.001,0.001
UPS,Umulig support,Man kommer nemt til at bruge en time på en meget enkelt support opgave. De stiller en rundt og løser ikke problemerne.,1,negative,neutral,0.002,0.859,0.139
PostNord i Danmark,Alt var fint....,Alt var fint..... Tak.....,5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,Pakken ikke leveret i rette shop,"Pakken ikke leveret i rette shop, og det var ikke fordi, at der var fyldt. Så er der jo ingen grund til, at vælge shop, hvis man ikke kan regne med, at det gælder.",2,negative,negative,0.011,0.012,0.977
PostNord i Danmark,Tjekker ikke modtagerflex,"Pakken blev sat foran min hoveddør (med risiko for at blive våd ved regnvejr) på trods af at jeg har modtagerflex hvoraf fremgår at pakker skal stilles i legehuset ( i tørvejr) Det er desværre ikke første gang at det sker, men skyldes formentlig at der er ny postbud på ruten, som ikke tjekker om der er modtagerflex. Når det er vores ""normale"" postbud bliver det altid leveret korrekt.",1,negative,neutral,0.003,0.982,0.015
PostNord i Danmark,Meget troværdig firma,Meget troværdig firma,5,positive,positive,0.994,0.003,0.003
UPS,Virkelig en RINGE service,"Virkelig en RINGE service, medarbejdere som ikke engang kan snakke dansk, vil aldrig opfordre nogen til at bruge UPS. Medarbejder har ikke forstand på noget som helst, lytter ikke til jeres kunder og ligger røret på når i ikke har et modsvar til spørgsmålet. I er virkelige det mest ringe jeg nogen sinde har oplevet i mit liv. Jeg informere ALLE vores leverandør nu at hvis de sender noget med jer, så skal de ikke handle med os længere.",1,negative,negative,0.072,0.1,0.828
UPS,Elendig service,"Når pakken er ude for levering og chaufføren bliver for sent, springer han over adresser og derfor står i sporingsoplysninger ''modtager var ikke tilgængelig på tidspunktet for det første leveringsforsøg''.",1,negative,neutral,0.001,0.989,0.01
UPS,SINDSYG RINGE KUNDESERVICE,"Den 3. november 2021 bestiller jeg en vare i Skotland der sendes med UPS - toldafgift på 1.524 kr opkræves af UPS og betales af undertegnede. Dagen efter får jeg af afsender besked på at pakken er returneret til dem - hvorfor kan UPS ikke forklare (men de påtager sig skylden for fejlen). Pakken sendes påny med UPS og jeg skal så endnu en gang betale 1.524 kr - denne pakke når frem til mig....men nu begynder en Kafkas proces for at få det første beløb på 1.524 kr retur fra UPS. Først den 3. februar 2022 får jeg en kreditnota og pengene overføres til min konto primo marts 2022!!! 4 måneder efter at UPS fejlede. Jeg har haft over 50 opkald til UPS med vekslende forklaringer, bortforklaringer, beklagelser, undren, sag lukket - sag genåbnet, lovning på kreditnota indenfor 10 dage, så 20 dage, så jul og nytår som undskyldning, og så forfra. Altid en dårligt engelsktalende medarbejder der lige skulle høre sin supervisor - en supervisor som ejg aldrig måtte tale med (mon der var en eller blot var en bortforklaring...). Det var først da jeg skrifligt truede med forbrugerombudsmanden at der skete lidt (men så gik der alligevel halvanden måned før pengene kom retur). Jeg sidder klart med en oplevelse af at UPS regnede med at jeg gav op så de ikke skule betale beløbet tilbage.SINDSYG RINGE KUNDESERVICE - BRUGER ALDRIG UPS PRIVAT ELLER ERHVERSMÆSSIGT IGEN!!!!!!",1,negative,neutral,0.003,0.975,0.022
PostNord i Danmark,Nemt og hurtigt at hente i automaten,Nemt og hurtigt at hente i automaten,5,positive,positive,0.601,0.381,0.018
FedEx,Tjek deres regler for hvad de vil sende — det er lige ud af biblen,"Hvordan de kan få en forretning til at køre er mig en gåde. Efter at have bestilt sexlegetøj i Kina bliver jeg ringet op for at blive udfrittet om prisen på varen, da de bestemt ikke mener, at den kan passe (og hey venner — I er ikke Told, så lad lige dem om det). Dernæst får jeg at vide, at jeg selv kan troppe op i Kastrup og hente varen, for det er jo ""pornografisk eller utugtigt materiale,"" og det vil de i hvert fald ikke bringe til min adresse.De vil åbenbart gerne tage betaling for at bringe det ud, men rent faktisk at levere det? Nej, det er jo amoralsk at købe sexlegetøj, og det er jo en opgave for FedEx at håndhæve en god, konservativ kristen moral à la det amerikanske bibelbælte, det kan enhver da regne ud.Bliver retfærdigt vred og siger at jeg ikke vil finde mig i den slags formynderi, og at de har værsågod at gøre hvad jeg har betalt dem for. Bliver henvist til kundeservice. Ringer til kundeservice, som fortæller mig, at det er da helt forkert — den kan jeg da ikke hente i Kastrup, for pakken indeholder jo amoralsk utugtigt pornografisk materiale, så den bliver sendt lige retur til Kina. Og jeg kunne da bare have læst betingelserne (som om, jeg har valgt at det skulle være FedEx?).Betingelserne er en lattervækkende ti-bud-lignende, blot meget længere, liste over ting, de ikke vil have med. Klart — våben eller brændfarligt eller bare ulovligt materiale giver mening ikke at fragte. Men at begynde at lege moralsk formynder? Holy crap. Jeg kunne forstå det hvis det var en pædofilidukke el.lign., men helt almindeligt sexlegetøj? I 2018? For real?Jeg er ganske lamslået, og skal da i hvert fald ALDRIG anvende FedEx igen, hvis der er noget som helst alternativ. Og hvis der ikke er et alternativ, så tror jeg da nok, jeg finder et andet sted at handle.",1,negative,negative,0.001,0.001,0.997
UPS,Elendig kundeservice kom igennem 3…,"Elendig kundeservice kom igennem 3 gange hvor der bare blev lagt på for så 4. gang at blive mødt af den mest inkompetente medarbejder jeg nogensinde har mødt, de har afleveret min pakke det forkerte sted han kan verificere at det er forkert men siger at jeg skal kontakte virksomheden jeg købte det hos, det er deres chauffør der ikke fattede at stille den korrekt og de indrømmer dette men kan ""intet"" gøre før virksomheden der har sendt det kontakter dem,",1,negative,negative,0.001,0.001,0.998
PostNord i Danmark,Nem og hurtig levering. Det er det hver gang. Vi kan kun anbefale det.,Nem og hurtig.,5,positive,positive,0.93,0.058,0.013
UPS,Jeg benytter ALDRIG UPS igen!!,"Magen til uprofessionelt firma skal man lede længe efter. Elendig service og inkompetente medarbejdere! Min oplevelse med UPS er for indviklet til at beskrive her, men i hvert fald var min pakke 18 dage undervejs selvom den var anslået til at blive leveret efter 4 dage. UPS har hele tiden mange mærkværdige undskyldninger som ikke er sande, og det eneste troværdige er deres navn - UPS!",1,negative,negative,0.001,0.0,0.998
PostNord i Danmark,Pakken blev hurtigt sendt til…,"Pakken blev hurtigt sendt til pakkecenter,Som jeg har hentet.",5,positive,neutral,0.005,0.994,0.001
PostNord i Danmark,Det gik rigtig hurtigt!,Det gik rigtig hurtigt!! Betydelig hurtigere end den pakke jeg fik leveret i sidste uge fra en af jeres konkurrenter!,5,positive,positive,0.96,0.007,0.033
PostNord i Danmark,De afleverede til det forkerte sted,"De afleverede til det forkerte sted. Det burde være så simpelt jeg havde valgt det sted, lige dér hvor jeg bor, som man sagtens kunne tage. Så bliver det af mysteriske grunde afleveret til spinderiet. Det er ikke noget jeg kan forstå hvorfor sker, eller bifalde. Som kunde er jeg svært skuffet.",2,negative,negative,0.001,0.001,0.998
PostNord i Danmark,Hurtig levering,Hurtig leveringGod service,4,positive,positive,0.939,0.058,0.002
